source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Transit Amplifying,Transit Amplifying,Agrn,Dag1,0.0014313516651442912,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Transit Amplifying,Agrn,Dag1,0.0015285480653106007,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Stroma),Agrn,Dag1,8.787274413714687e-4,0.01,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Agrn,Dag1,0.005397740606005136,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Stroma),Agrn,Dag1,0.0027030952572604894,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Stroma),Agrn,Dag1,0.002886400197991899,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Stroma),Agrn,Dag1,0.0010235535913098314,0.01,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Stroma),Agrn,Dag1,0.0010359323372146224,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Stroma),Agrn,Dag1,0.001368506279606899,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Stroma),Agrn,Dag1,0.0010470363198068126,0.01,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Early Absorptive,Agrn,Dag1,0.00291294648359268,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Early Absorptive,Agrn,Dag1,0.0014569362142953127,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Early Absorptive,Agrn,Dag1,0.0015558672346645632,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Late Absorptive,Agrn,Dag1,0.002759558696037909,0.01,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Late Absorptive,Agrn,Dag1,0.0013801118200231345,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Late Absorptive,Agrn,Dag1,0.001473833897342326,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Secretory,Agrn,Dag1,0.003129353835495862,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Secretory,Agrn,Dag1,0.0015653441020115476,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Secretory,Agrn,Dag1,0.0016716240705906048,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),ER Stress,Agrn,Dag1,0.00205372886873056,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,ER Stress,Agrn,Dag1,0.0010267485978519616,0.02,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),ER Stress,Agrn,Dag1,0.0010965004644010138,0.01,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),fibroblast,Agrn,Dag1,0.00276424640253404,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,fibroblast,Agrn,Dag1,0.0013824594865124219,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),fibroblast,Agrn,Dag1,0.0014763407559286162,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Early Absorptive,fibroblast,Agrn,Dag1,5.230515139374839e-4,0.01,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Late Absorptive,fibroblast,Agrn,Dag1,5.293804497400113e-4,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
Secretory,fibroblast,Agrn,Dag1,6.994457057909771e-4,0,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
ER Stress,fibroblast,Agrn,Dag1,5.350576969601588e-4,0.01,AGRN_DAG1,Agrn  - Dag1,AGRN,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Reserve),Hspg2,Dag1,0.011848358835912811,0,HSPG2_DAG1,Hspg2  - Dag1,HSPG,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Stroma),Hspg2,Dag1,0.0061497946920915396,0,HSPG2_DAG1,Hspg2  - Dag1,HSPG,ECM-Receptor,KEGG: mmu04512
fibroblast,fibroblast,Hspg2,Dag1,0.0031505444048746563,0,HSPG2_DAG1,Hspg2  - Dag1,HSPG,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Oncogene) 1,Lama3,Dag1,1.9345128795541437e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 1,Lama3,Dag1,0.00310702598723596,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 1,Lama3,Dag1,8.533772929264409e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 1,Lama3,Dag1,0.0016429903856815468,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 1,Lama3,Dag1,0.0011420842386052367,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 1,Lama3,Dag1,0.0013293386013120917,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Oncogene) 2,Lama3,Dag1,3.1719308918504976e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 2,Lama3,Dag1,0.0050849675822441116,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 2,Lama3,Dag1,0.001398652580551178,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 2,Lama3,Dag1,0.002691439009993555,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 2,Lama3,Dag1,0.0018714866341010396,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Oncogene) 2,Lama3,Dag1,4.186408444771656e-4,0.02,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 2,Lama3,Dag1,0.0021780719066275133,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Reserve),Lama3,Dag1,0.001319173729731193,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Reserve),Lama3,Dag1,0.020833983528859956,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Reserve),Lama3,Dag1,0.005797043271767171,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Reserve),Lama3,Dag1,0.011110068569471306,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Reserve),Lama3,Dag1,0.007745281893741565,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Reserve),Lama3,Dag1,0.001740526652898466,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Reserve),Lama3,Dag1,0.009005425443696268,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Transit Amplifying,Lama3,Dag1,3.6037559269127216e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Transit Amplifying,Lama3,Dag1,0.005773483789778558,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Transit Amplifying,Lama3,Dag1,0.0015888304245617125,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Transit Amplifying,Lama3,Dag1,0.00305686174947363,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Transit Amplifying,Lama3,Dag1,0.002125819891127146,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Transit Amplifying,Lama3,Dag1,4.7562782204543737e-4,0.01,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Transit Amplifying,Lama3,Dag1,0.0024739665409447328,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Stem (Stroma),Lama3,Dag1,6.812153359288778e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Lama3,Dag1,0.010861212229916284,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Stroma),Lama3,Dag1,0.0030000721669565713,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Stroma),Lama3,Dag1,0.005764519661403046,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Stroma),Lama3,Dag1,0.004012113365113212,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Stem (Stroma),Lama3,Dag1,8.989835022118142e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Stroma),Lama3,Dag1,0.004667734271532784,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Early Absorptive,Lama3,Dag1,3.668241216156937e-4,0.01,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Early Absorptive,Lama3,Dag1,0.0058762246109798156,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Early Absorptive,Lama3,Dag1,0.0016172252529619564,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Early Absorptive,Lama3,Dag1,0.003111410780943098,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Early Absorptive,Lama3,Dag1,0.0021637907435848483,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Early Absorptive,Lama3,Dag1,4.841376653465287e-4,0.03,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Early Absorptive,Lama3,Dag1,0.00251814020759534,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Late Absorptive,Lama3,Dag1,3.4746144667387126e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Late Absorptive,Lama3,Dag1,0.005567670016091821,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Late Absorptive,Lama3,Dag1,0.0015319617685529347,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Late Absorptive,Lama3,Dag1,0.0029476033009679676,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Late Absorptive,Lama3,Dag1,0.002049770349888394,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Late Absorptive,Lama3,Dag1,4.5858547935913194e-4,0.02,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Late Absorptive,Lama3,Dag1,0.00238549209986608,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,Secretory,Lama3,Dag1,3.9415083312413897e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Secretory,Lama3,Dag1,0.006311385042435238,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Secretory,Lama3,Dag1,0.0017375391935075318,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Secretory,Lama3,Dag1,0.0033425129292824667,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Secretory,Lama3,Dag1,0.0023246719032346294,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,Secretory,Lama3,Dag1,5.201991489536942e-4,0.01,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Secretory,Lama3,Dag1,0.002705296363789805,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,ER Stress,Lama3,Dag1,2.584291480676848e-4,0.01,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),ER Stress,Lama3,Dag1,0.00414657826376982,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,ER Stress,Lama3,Dag1,0.0011397633272592746,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),ER Stress,Lama3,Dag1,0.0021937819196829844,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,ER Stress,Lama3,Dag1,0.001525209925351087,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,ER Stress,Lama3,Dag1,0.001775169344436875,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Oncogene) 2,fibroblast,Lama3,Dag1,3.480531150739473e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),fibroblast,Lama3,Dag1,0.005577101228788305,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,fibroblast,Lama3,Dag1,0.001534567345460622,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),fibroblast,Lama3,Dag1,0.002952609496067369,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,fibroblast,Lama3,Dag1,0.0020532548100869984,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Secretory,fibroblast,Lama3,Dag1,4.593662863415735e-4,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,fibroblast,Lama3,Dag1,0.002389545896049895,0,LAMA3_DAG1,Lama3  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Reserve),Lama4,Dag1,0.002249532023893885,0,LAMA4_DAG1,Lama4  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,Stem (Stroma),Lama4,Dag1,0.0011621717243005011,0,LAMA4_DAG1,Lama4  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
fibroblast,fibroblast,Lama4,Dag1,5.93927795426053e-4,0,LAMA4_DAG1,Lama4  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 1,Lama5,Dag1,0.001289879938047237,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 1,Lama5,Dag1,2.0758186887954733e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 1,Lama5,Dag1,2.4348532543238703e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Oncogene) 1,Lama5,Dag1,1.63344628789982e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 1,Lama5,Dag1,2.281364075444833e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 1,Lama5,Dag1,2.792897184475592e-4,0.03,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Oncogene) 2,Lama5,Dag1,0.0021134736683407684,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Oncogene) 2,Lama5,Dag1,3.4035926923233015e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Oncogene) 2,Lama5,Dag1,3.9921879662326324e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Oncogene) 2,Lama5,Dag1,2.6783375779103563e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Oncogene) 2,Lama5,Dag1,3.7405636772516114e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Oncogene) 2,Lama5,Dag1,4.579132282007489e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Reserve),Lama5,Dag1,0.008740112114344226,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Reserve),Lama5,Dag1,0.001415415899023419,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Reserve),Lama5,Dag1,0.0016598800575422766,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Reserve),Lama5,Dag1,0.0011140670628210616,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Reserve),Lama5,Dag1,0.0015553828349394911,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Reserve),Lama5,Dag1,0.0019035680021259316,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Transit Amplifying,Lama5,Dag1,0.0024006136394653073,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Transit Amplifying,Lama5,Dag1,3.8669438458161567e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Transit Amplifying,Lama5,Dag1,4.535631711004054e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Transit Amplifying,Lama5,Dag1,3.042985528483663e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Transit Amplifying,Lama5,Dag1,4.2497691769971817e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Transit Amplifying,Lama5,Dag1,5.202433290693309e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Stem (Stroma),Lama5,Dag1,0.004529631700660685,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Stem (Stroma),Lama5,Dag1,7.309484215902699e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Stem (Stroma),Lama5,Dag1,8.572959804085979e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Stem (Stroma),Lama5,Dag1,5.752420486952761e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Stem (Stroma),Lama5,Dag1,8.032845292695429e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Stem (Stroma),Lama5,Dag1,9.832721451226041e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Early Absorptive,Lama5,Dag1,0.0024434807688613223,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Early Absorptive,Lama5,Dag1,3.9361367419847414e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Early Absorptive,Lama5,Dag1,4.616784201741573e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Early Absorptive,Lama5,Dag1,3.097439551113369e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Early Absorptive,Lama5,Dag1,4.325809167788192e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Early Absorptive,Lama5,Dag1,5.295510016923548e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Late Absorptive,Lama5,Dag1,0.0023147563709141742,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Late Absorptive,Lama5,Dag1,3.728374500931659e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Late Absorptive,Lama5,Dag1,4.373110866862962e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Late Absorptive,Lama5,Dag1,2.933933512410919e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Late Absorptive,Lama5,Dag1,4.0974871657896086e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Late Absorptive,Lama5,Dag1,5.016031589478654e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),Secretory,Lama5,Dag1,0.002625102602365587,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,Secretory,Lama5,Dag1,4.22935239915716e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),Secretory,Lama5,Dag1,4.960678344654804e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,Secretory,Lama5,Dag1,3.328198722371647e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,Secretory,Lama5,Dag1,4.648039296609942e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,Secretory,Lama5,Dag1,5.689932179414176e-4,0.01,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),ER Stress,Lama5,Dag1,0.0017224999440488616,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,ER Stress,Lama5,Dag1,2.773046973857438e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),ER Stress,Lama5,Dag1,3.252635235109059e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Early Absorptive,ER Stress,Lama5,Dag1,2.1821224696738856e-4,0.02,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Late Absorptive,ER Stress,Lama5,Dag1,3.0476101283943564e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
ER Stress,ER Stress,Lama5,Dag1,3.7308887122476116e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Reserve),fibroblast,Lama5,Dag1,0.0023186902414197934,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Transit Amplifying,fibroblast,Lama5,Dag1,3.7347231341503196e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
Stem (Stroma),fibroblast,Lama5,Dag1,4.3805568686514963e-4,0,LAMA5_DAG1,Lama5  - Dag1,LAMININ,ECM-Receptor,KEGG: mmu04512
